1	365056
2	502351
3	336392
4	451913
5	239737
6	385829
7	837362
8	797691
9	112842
10	486261
11	1178124
12	49580
13	142801
36	2492939
40	2053553
44	1953095
48	1747140
52	1070
56	56865
60	8260
64	12513
100	3219
104	23174
108	23
112	69
116	7
132	199
136	2
140	1
149	309718
153	273666
157	334086
161	250475
165	123
